Nazwa;Cena z podatkiem;Kategoria;Ilość;URL zdjecia;Opis
Berlinki Parówki Classic 250 g;4.75;Parówki mięsne;30;http://localhost/img/p/berlinki-parowki-classic-250-g-e82ovv.png;"Berlinki
Smak Berlinek to zasługa unikalnej receptury.
Wysoka jakość mięsa, sekretna mieszanka naturalnych przypraw, precyzyjny proces parzenia w kontrolowanej temperaturze oraz wędzenie dymem bukowym sprawiają, że Berlinki smakują wyśmienicie i mają delikatną konsystencję.}

lekkie opakowanie tylko 5 gramów plastiku
unikalna receptura
wysoka jakość mięsa
sekretna mieszanka 8 przypraw
delikatnie parzone i wędzone

Berlinki classic. Kiełbasa wieprzowa homogenizowana wędzona parzona w osłonce niejadalnej.
"
Carrefour Classic Salami wyborowe plastry 100 g;4.49;Salami;30;http://localhost/img/p/nasze-rarytasy-salami-wyborowe-plastry-100-g-lk4ha4.png;" 
        Carrefour
    

jakość kontrolowana


        Kiełbasa wieprzowo-wołowa drobno rozdrobniona, surowa, wędzona, suszona, dojrzewająca.
    
"
Indykpol Parówki klasyczne z indyka 215 g (6 sztuk);4.99;Parówki drobiowe;30;http://localhost/img/p/indykpol-parowki-klasyczne-z-indyka-215-g-6-sztuk-lsob6k.png;" 
        Indykpol
    

gwarancja 100% jakości
bez dodatku glutaminianu monosodowego
bez osłonek
produkt bezglutenowy


        Parówki z indyka klasyczne. Kiełbasa drobiowa drobno rozdrobniona, wędzona, parzona. Produkt bez osłonki.
    
"
Krakus Kiełbasa myśliwska 270 g;20.89;Kiełbasy;30;http://localhost/img/p/krakus-kielbasa-mysliwska-270-g-4g5t56.png;" 
        Krakus
    

        Odpowiednio dobrana mieszanka przypraw oraz odpowiednio dobrane czasy wędzenia i suszenia odpowiadają za wyjątkową aromatyczność i pełnię smaku kiełbasy myśliwskiej.}
    

wyprodukowano 100 g ze 136 g mięsa
wędzona w dymie olchowo-bukowym
otwórz kiedy potrzebujesz świeżo zapakowane


        Kiełbasa wieprzowa, średnio rozdrobniona, wędzona, parzona, suszona.
    
"
Krakus Kabanosy klasyczne 180 g;17.19;Kabanosy;30;http://localhost/img/p/krakus-kabanosy-klasyczne-180-g-emavmd.png;" 
        Krakus
    

100 g produktu ze 171 g mięsa
naturalne przyprawy


        Kiełbasa wieprzowa średnio rozdrobniona, wędzona, parzona, suszona w jelicie baranim.
    
"
Krakus Szynka od szwagra;38.21;Szynki mięsne;30;http://localhost/img/p/krakus-szynka-od-szwagra-ps55hh.png;" 
        Krakus
    

100 g produktu ze 100 g mięsa


        Wędzonka - szynka wieprzowa z okrywą tłuszczową, wędzona, parzona, pieczona.
    
"
Tarczyński Gryzzale Paróweczki z piersi kurczaka 160 g (4 x 40 g);7.79;Parówki;30;http://localhost/img/p/tarczynski-gryzzale-paroweczki-z-piersi-kurczaka-160-g-4-x-40-g-4a7l3t.png;" 
        Tarczyński
    

bez dodatku konserwantów
naklejka gratis
95% mięsa z piersi kurczaka
bez dodatku fosforanów, glutaminianów, barwników
produkt bezglutenowy


        Wyrób drobiowy, homogenizowany, wędzony, parzony.
    
"
Olewnik Sucha żywiecka z szynki 90 g;6.79;Kiełbasy;30;http://localhost/img/p/olewnik-sucha-zywiecka-z-szynki-90-g-jm450s.png;" 
        Olewnik
    

ze 143 g mięsa 100 g produktu
30 sztuk cienkich plastrów
suszona minimum 100 godzin
źródło białka


        Kiełbasa wieprzowa, grubo rozdrobniona, wędzona, parzona, suszona, w plastrach.
    
"
Sokołów Stówki Parówki z szynki 250 g (6 sztuk);10.79;Parówki mięsne;30;http://localhost/img/p/sokolow-stowki-parowki-z-szynki-250-g-6-sztuk-4i11de.png;" 
        Sokołów
    

100% mięsa z szynki
bez dodatku glutaminianu monosodowego, barwników, fosforanów


        Produkt wieprzowy, homogenizowany, wędzony, parzony.
    
"
Krakus Szynka konserwowa z galaretką 455 g;21.49;Konserwy mięsne;30;http://localhost/img/p/krakus-szynka-konserwowa-z-galaretka-455-g-rbl974.png;Konserwa sterylizowana, szynka wieprzowa z połączonych kawałków mięsa z dodaną wodą. 
Indykpol Parówki z indyka z serem 215 g (6 sztuk);5.19;Parówki drobiowe;30;http://localhost/img/p/indykpol-parowki-z-indyka-z-serem-215-g-4q1alp.png;" 
        Indykpol
    

gwarancja 100% jakości
bez dodatku glutaminianu monosodowego
bez osłonek


        Parówki z indyka z serem. Kiełbasa drobiowa drobno rozdrobniona, wędzona, parzona. Produkt bez osłonki.
    
"
Krakus Kabanos wieprzowy 150 g;15.39;Kabanosy;30;http://localhost/img/p/krakus-kabanos-wieprzowy-150-g-5nh53v.png;" 
        Krakus
    

klasyczny
ekstra kruchy
wędzone dymem olchowo-bukowym
bez glutaminianu monosodowego
bez sztucznych barwników


        Kiełbasa wieprzowa, średnio rozdrobniona, wędzona, parzona, suszona.
    
"
Krakus Kiełbasa żywiecka 460 g;24.79;Kiełbasy;30;http://localhost/img/p/krakus-kielbasa-zywiecka-460-g-835ud3.png;" 
        Krakus
    

        Kiełbasa wieprzowa, średnio rozdrobniona, wędzona, parzona, podsuszana w osłonce niejadalnej
    
"
Indykpol Samo dobro Pasztet z indyka 210 g;8.39;Pasztety, pasztetowe;30;http://localhost/img/p/indykpol-samo-dobro-pasztet-z-indyka-210-g-veadem.png;" 
        Indykpol
    

Produkt polski
113 g mięsa i podrobów na 100 g produktu
bez dodatku konserwantów


        Pasztet z indyka. Pasztet drobiowy, średnio rozdrobniony, pieczony.
    
"
Duda Spécialité Nasze polskie! Szynka z beczki 100 g;8.59;Szynki plastry;30;http://localhost/img/p/duda-specialite-nasze-polskie-szynka-z-beczki-100-g-l24h1k.png;"szynka wieprzowa, sól, białko wieprzowe, błonnik pszenny, maltodekstryna, glukoza, stabilizatory [E262, E327, E331], regulator kwasowości [E332], przeciwutleniacze [E301, E316], wzmacniacz smaku [E621], hydrolizat białka sojowego, aromaty (zawierają soję), substancja konserwująca [E250], 100 g wyrobu wyprodukowano ze 116 g szynki wieprzowej

Alergeny: Produkt może zawierać: zboża zawierające gluten, jaja, białka mleka (z laktozą), orzeszki ziemne, seler, gorczycę, nasiona sezamu."
Sokołów Parówki z szynki 250 g;8.99;Parówki mięsne;30;http://localhost/img/p/sokolow-parowki-z-szynki-250-g-o1eg0v.png;" 
        Sokołów
    

oryginalne tylko z Sokołowa
najwyższa jakość - 93% mięsa
bez dodatku: fosforanów, glutaminianu sodu
Teraz Polska
szlachetność smaku


        Produkt wieprzowy, homogenizowany, wędzony, parzony, bez osłonki
    
"
Indykpol Parówki Jedynki classic 200 g;4.99;Parówki drobiowe;30;http://localhost/img/p/indykpol-jedynki-parowki-classic-200-g-hrujq6.png;" 
        Indykpol
    

Produkt polski
bez dodatku fosforanów, glutaminianu monosodowego
z mięsa najwyższej jakości
produkt bezglutenowy


        Parówki Jedynki classic. Kiełbasa z indyka drobno rozdrobniona, wędzona, parzona. Produkt bez osłonki.
    
"
Sokołów Sokoliki Foodbolówki Produkt drobiowy 130 g;6.59;Parówki;30;http://localhost/img/p/sokolow-sokoliki-foodbolowki-produkt-drobiowy-130-g-13nvje.png;" 
        Sokołów
    

bez osłonki
bez laktozy
bez dodatku konserwantów
90% mięsa drobiowo-cielęcego
produkt bezglutenowy
źródło białka


        Produkt drobiowy z cielęciną, homogenizowany, wędzony, parzony bez osłonki.
    
"
Morliny Kiełbasa śląska 735 g;21.69;Kiełbasy mięsne;30;http://localhost/img/p/morliny-kielbasa-slaska-735-g-dvt8g4.png;" 
        Morliny
    

produkowane w Polsce
starannie wędzona


        Kiełbasa wieprzowa średnio rozdrobniona, wędzona, parzona.
    
"
Carrefour Classic Salami wyborowe w posypce pomidorowej 100 g;4.49;Salami;30;http://localhost/img/p/nasze-rarytasy-salami-wyborowe-w-posypce-pomidorowej-100-g-bpk251.png;" 
        Carrefour
    

jakość kontrolowana


        Kiełbasa wieprzowa drobno rozdrobniona, surowa, wędzona, suszona, dojrzewająca.
    
"
Drobimex Drobisie Drobisiowe parówki z kurcząt 170 g;3.59;Parówki;30;http://localhost/img/p/drobimex-drobisie-drobisiowe-parowki-z-kurczat-170-g-otqvuv.png;"mięso z kurcząt (84%), woda, białko sojowe, skrobia ziemniaczana, sól, przyprawy, ekstrakty przypraw, aromaty, hydrolizat białka sojowego, przeciwutleniacz: kwas askorbinowy, substancja konserwująca: azotyn sodu

Alergeny: Produkt może zawierać gorczycę."
Krakus Kabanos drobiowo-wieprzowy 95 g;8.19;Kabanosy;30;http://localhost/img/p/krakus-kabanos-drobiowo-wieprzowy-95-g-f34qhi.png;" 
        Krakus
    

delikatnie miękki
wędzone dymem olchowo-bukowym
bez glutaminianu monosodowego
bez sztucznych barwników


        Kabanos drobiowo-wieprzowy. Kiełbasa drobiowo-wieprzowa drobno rozdrobniona, wędzona, parzona, suszona.
    
"
Drobimex Pasztet francuski classic 150 g;2.39;Pasztety, pasztetowe;30;http://localhost/img/p/drobimex-pasztet-francuski-classic-150-g-e4o0he.png;"wątroba z kurcząt (28%), mięso z kurcząt (21%), woda, tłuszcz indyczy, mięso z indyka (8%), sól, białko sojowe, skrobia modyfikowana kukurydziana, stabilizator: cytryniany sodu, aromaty, laktoza (z mleka), serwatka (z mleka), przeciwutleniacz: kwas askorbinowy, substancja konserwująca: azotyn sodu

Alergeny: Produkt może zawierać gorczycę."
Tarczyński Roślinne kabanosy piri-piri 90 g;5.99;Kabanosy;30;http://localhost/img/p/tarczynski-roslinne-kabanosy-piri-piri-90-g-sqrau8.png;" 
        Tarczyński
    

        Takie, jak lubisz, ale rośl-inne.Poznaj wyrazisty smak i wyjątkową kruchość naszych kabanosów przygotowanych dla Ciebie z roślin.Wiemy, że świat potrzebuje nowych źródeł białka, dlatego stworzyliśmy kabanosy rośl-inne bez dodatku konserwantów o wysokiej zawartości protein oraz bogate w błonnik.}
    

bez kęsa mięsa
wysoka zawartość białka
źródło witaminy B12 i żelaza
bez dodatku konserwantów
bez GMO
produkt bezglutenowy
soja bez GMO, burak, przyprawy


        Wyrób roślinny na bazie białka sojowego, wędzony, parzony, suszony.
    
"
Tarczyński Gryzzale Mini Kabanoski z kurczaka z indykiem 40 g;5.29;Kiełbasy;30;http://localhost/img/p/tarczynski-gryzzale-mini-kabanoski-z-kurczaka-z-indykiem-40-g-1fr4qc.png;" 
        Tarczyński
    

bez dodatku konserwantów
22% mniej* tłuszczu
34% mniej* soli
wysoka zawartość białka
bez dodatku fosforanów, glutaminianów, barwników
produkt bezglutenowy
*w stosunku do kabanosów drobiowych zawierających średnio 27 g tłuszczu i 3,5 g soli na 100 g produktu


        Wyrób drobiowy, drobno rozdrobniony, wędzony, parzony, suszony.
    
"
Carrefour Extra Chorizo w plastrach 100 g;7.99;Salami;30;http://localhost/img/p/carrefour-chorizo-100-g-22kajo.png;" 
        Carrefour
    

        Chorizo. Hiszpańska kiełbasa wieprzowa średnio rozdrobniona, surowa, wędzona, suszona, dojrzewająca, w plastrach.
    
"
Indykpol Parówki Ulubione 205 g (5 sztuk);3.89;Parówki drobiowe;30;http://localhost/img/p/indykpol-parowki-ulubione-205-g-5-sztuk-g195dg.png;" 
        Indykpol
    

gwarancja 100% jakości
bez osłonek
produkt bezglutenowy


        Parówki Ulubione. Kiełbasa drobiowa, drobno rozdrobniona, wędzona, parzona. Produkt bez osłonki.
    
"
Madej Wróbel Kiełbasa ze świniobicia 0,5 kg;14.99;Kiełbasy mięsne;30;http://localhost/img/p/madej-wrobel-kielbasa-ze-swiniobicia-05-kg-gtj6cn.png;" 
        Madej Wróbel
    

80% mięsa


        Kiełbasa wieprzowa średnio rozdrobniona parzona.
    
"
Sokołów Sokoliki Kiełbaski 140 g;8.89;Kiełbasy;30;http://localhost/img/p/sokolow-kielbaski-sokoliki-140-g-m144bp.png;" 
        Sokołów
    

bez osłonki
bez laktozy
produkt bezglutenowy
bez dodatku konserwantów
90 % mięsa wieprzowo-cielęcego
źródło białka


        Kiełbaski. Produkt wieprzowy z cielęciną, średnio rozdrobniony, wędzony, parzony.
    
"
Carrefour Extra Jambon Sec Szynka wieprzowa w plastrach 100 g;8.69;Szynki plastry;30;http://localhost/img/p/carrefour-jambon-sec-szynka-wieprzowa-100-g-4-plastry-cg4hov.png;" 
        Carrefour
    

        Jambon Sec - Szynka wieprzowa surowa dojrzewająca przez 7 miesięcy, suszona w plastrach.
    
"
Salumi Villani Antipasto Italiano Delikatesowy zestaw najlepszych włoskich wędlin 120 g;30.29;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/salumi-villani-antipasto-italiano-delikatesowy-zestaw-najlepszych-wloskich-wedlin-120-g-3p0dov.png;" 
        Salumi Villani
    

        Bez glutenu i pochodnych mleka.}
    

        Delikatesowy zestaw najlepszych włoskich wędlin: Prosciutto crudo 12 mcy, Coppa, Salame Milano.
    
"
Morliny Kiełbasa głogowska z szynki 540 g;22.69;Kiełbasy mięsne;30;http://localhost/img/p/morliny-kielbasa-glogowska-z-szynki-540-g-ibv0gc.png;" 
        Morliny
    

pyszna również prosto z patelni
smakowita z grilla


        Wieprzowa średnio rozdrobniona, wędzona parzona.
    
"
Indykpol Parówki Jedynki z serem 200 g;4.99;Parówki drobiowe;30;http://localhost/img/p/indykpol-jedynki-parowki-z-serem-200-g-94aako.png;" 
        Indykpol
    

Produkt polski
bez dodatku glutaminianu monosodowego
produkt bezglutenowy


        Parówki Jedynki z serem. Kiełbasa z indyka drobno rozdrobniona, wędzona, parzona. Produkt bez osłonki.
    
"
Tarczyński Roślinne kabanosy 3 ziarna 90 g;5.99;Kabanosy;30;http://localhost/img/p/tarczynski-roslinne-kabanosy-3-ziarna-90-g-j3913c.png;" 
        Tarczyński
    

        Takie, jak lubisz, ale rośl-inne.Poznaj wyrazisty smak i wyjątkową kruchość naszych kabanosów przygotowanych dla Ciebie z roślin.Wiemy, że świat potrzebuje nowych źródeł białka, dlatego stworzyliśmy kabanosy rośl-inne bez dodatku konserwantów o wysokiej zawartości protein oraz bogate w błonnik.}
    

bez kęsa mięsa
słonecznik, chia, siemię lniane
wysoka zawartość białka
źródło witaminy B12 i żelaza
bez dodatku konserwantów
soja bez GMO, burak, przyprawy


        Rośl-inne kabanosy 3 ziarna. Wyrób roślinny na bazie białka sojowego, wędzony, parzony, suszony ze słonecznikiem, siemieniem lnianym i nasionami chia.
    
"
Krakus Szynka z piersi kurczaka 100 g;7.99;Szynki plastry;30;http://localhost/img/p/krakus-szynka-z-piersi-kurczaka-100-g-dkut9l.png;" 
        Krakus
    

nie więcej niż 3% tłuszczu
Superbrands - Polska Marka 2018


        Szynka z piersi kurczaka parzona z połączonych kawałków mięsa z dodaną wodą grubo rozdrobniona.
    
"
Pick Salami mini 250 g;42.39;Salami;30;http://localhost/img/p/pick-salami-mini-250-g-63db20.png;" 
        Pick
    

        Kiełbasa drobno rozdrobniona, wędzona, długodojrzewająca.
    
"
Carrefour Extra Presciutto di Parma Szynka parmeńska 70 g;12.99;Szynki plastry;30;http://localhost/img/p/carrefour-extra-presciutto-di-parma-szynka-parmenska-100-g-3qeie8.png;"

        Szynka parmeńska wieprzowa, surowa, suszona, 6 plastrów. (Chroniona Nazwa Pochodzenia).
    
"
Madej Wróbel Kiełbasa śląska ze śląska 0,550 kg;18.69;Kiełbasy białe i grillowe;30;http://localhost/img/p/madej-wrobel-kielbasa-slaska-ze-slaska-0550-kg-humns3.png;" 
        Madej Wróbel
    

        Wyndlina z charakterem. Zrobiona w Madej Wróbel z najlepszych składników i doprawiona od serca.}
    

zrobione na Śląsku


        Kiełbasa wieprzowa, średnio rozdrobniona, wędzona, parzona.
    
"
BezMięsny Bezmięsny boczek 150 g;10.59;Wędzonki plastry;30;http://localhost/img/p/bezmiesny-bezmiesny-boczek-150-g-h7b2ul.png;" 
        BezMięsny
    

        Bezmięsny Boczek to prawdziwy król wszystkich uczt. Jest dość słony, lekko pomidorowy, bardzo wyrazisty i dymny - po prostu boczkowy, czyli pyszny! Niezwykłą wielowymiarowość swojego smaku zawdzięcza naturalnym źródłom umami: pomidorom, płatkom drożdżowym i sosowi sojowemu. Struktura Bezmięsnego Boczku jest elastyczna, ale nie gumowata.Bezmięsny Boczek możesz dodać na przykład do domowego burgera, tofucznicy czy spaghetti a'la carbonara. Po krótkim smażeniu na odrobinie oleju staje się cudownie chrupiący. Możesz go także piec, dusić, grillować albo jeść na surowo - inwencja jest tu niczym nieograniczona. Pamiętaj, że tak jak wszystkie nasze produkty, Bezmięsny Boczek można mrozić!Produkt odpowiedni dla wegetarian i wegan}
    

roślinna alternatywa dla mięsa
wędzony bezmięsny boczek to świetny dodatek do makaronu, pizzy czy ulubionego śniadania
wysoka zawartość białka i źródło błonnika
bez cholesterolu
bez konserwantów i sztucznych barwników


        Bezmięsna wędlina o smaku boczku. Produkt roślinny na bazie białka pszennego.
    
"
 Carrefour Extra Jambon Sec Włoska szynka wieprzowa w plastrach 100 g;9.59;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/carrefour-jambon-sec-wloska-szynka-wieprzowa-100-g-jp2ick.png;" 
        Carrefour
    

        Jambon sec - Włoska szynka wieprzowa, suszona, dojrzewająca 9 miesięcy (6 plastrów).
    
"
Salumi Villani Bresaola Punta D'anca Dojrzewająca wołowina 80 g;35.19;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/salumi-villani-bresaola-punta-danca-dojrzewajaca-wolowina-80-g-ncqli9.png;" 
        Salumi Villani
    

        Starannie wyselekcjonowane mięso wołowe nadaje bresaoli delikatny i szlachetny smak. Najlepiej smakuje z odrobiną oliwy i soku z cytryny.Bez glutenu i pochodnych mleka.}
    
"
Sokołów Salami peperoni 100 g;8.99;Salami;30;http://localhost/img/p/sokolow-salami-peperoni-100-g-ki4531.png;" 
        Sokołów
    

produkt o wysokiej jakości


        Kiełbasa wieprzowa drobno rozdrobniona, surowa, wędzona, suszona, dojrzewająca.
    
"
Morliny Kiełbasa krakowska sucha 375 g;27.99;Kiełbasy;30;http://localhost/img/p/morliny-kielbasa-krakowska-sucha-375-g-1hoj0h.png;" 
        Morliny
    

        Kiełbasa wieprzowo-wołowa grubo rozdrobniona wędzona parzona suszona w osłonce niejadalnej.
    
"
